Survey ID,NPS,Reason for Rating,CSAT
28774418,5,Having intermittent connection. Customer service representative Kim with  company id 12333 is a bit rude (having side comment but forgot to mute herself),1
28585675,9,Mabilis ang response,9
28778097,0,"Hindi maganda service, palageng LOS, palageng may outage, ang bagal ng speed hindi tugma sa plan",4
28779819,10,Quick response to the problem.,10
28780137,4,Wlang notification sa pagkawala Ng net matagal Ang servisyo mahrap kumontak sa hotline nakakaperwisyo sa trabaho ko,6
28779169,10,maayos kausap at mabait yun customer service,10
28779392,8,They are helpful and give me what I want to know.,8
28779234,10,They are kind and accommodating. Thank you.,10
28780353,8,"Maayos, magalang at naìbibigay po ang tamang sebisyo .",10
28778039,10,Actions are made all of my requests.,10
28779495,2,Being on hold for more than 1 hour for suppose to be job order for the request asked.... never got it needed to drop the call.,2
28779631,5,focus on the terminarion. what to do eh wala na sa service area. we requested for transfer pero bagal ng response.,3
28778441,10,Excellent service.,10
28780495,10,24 hrs available,10
28778358,10,The response to my issue is faster now than I expected. Unlike before when people are lazy in PLDT I hope this continues moving forward.,10
28780042,8,Kasi maganda ang service nila,8
28779030,0,Iba iba ang process ndi muna tinganan ang account bgo magsalita willing 2mulong pero ndi kyang ivgay ang gus2,1
28778158,5,No other choice.,5
28780457,9,n/a,9
28776884,9,"Everything now is working but still the hold time is somehow unreliable, but the agent is fantastic love the service 🤍🫰🏻",10
28778479,10,Fast response,10
28591913,2,Di ako ma divert sa call need king makausap.like transfer account,2
28730912,7,Mabait at madalung napalitan ang PASSWORD ng aking internet mula sa operator pero hanggang ngayon nag try ako na ako naman mag change PASSWORD pero hindi pa rin ako makapag LOGIN?,8
28778771,7,Hindi lahat ng ahente nabibigay ang  lasagutan sa problema ng customer. Katagal tagal ko na tumawag para lg ibalik sa original plan. Isang ahente lng nakapagsabi na babayad ng 500 at ibalik ang cignal box.,10
28614925,7,Medyo matagal bago maayos ang connection,10
28772988,9,"sumasagot kayo sa tawag, goods kayo don. pero 9 lang kase di pa nagagawan ng aksyon yung reklamo ko tungkol sa wifi namin.",4
28774101,2,Lagi wala internet ang bagal mgsolve ng ticket,4
28762163,7,"The agent was accomodating but it's always harder to explain the problem because she already assumed what it is. The sad part is, the training and maybe the lack of clarity on a one call resolution approach is missing.",6
28614670,0,"wala kwenta ang pldt cotabato city bobo ang mga nakavios na itim ,ako ngrereklamo kasi akonpng marunong,",0
28614950,9,Partially sometime speed is ok but there ate times that slow,9
28614628,8,Ok lang mabilis ang response kahit Gabi mka ka tawag ka iyong mga concerns,8
28695731,5,"Depende kung nagustuhan nila. Noong araw n yon, for the first time na sumagot ang PLDT ng hindi ako nag antay ng matagal (30 mins).",6
28607541,5,Medyo mabagal ang net,5
28777215,0,walang kwenta 46gb ang data ko tapos wala kayo magagawa kukunin nyo lang saang ang inipon ko data,0
28776943,9,"I can request for iphone unlocking over the phone with less hassle and very accommodating CS agent. I first went to Smart center here in Megamall and I wasnt even told that this can simply be done by phone. I was also told by the lady there that I can only use Smart sim for my old iphone which I’ve already paid up years ago, but this isnt the case when I talked to Jay. Anyway, I think she’s only a receptionist there which could be the reason why her knowledge is not that updated.",10
28777053,10,Very courteous staff and promp connwction to hotline,10
28776820,0,"The dude was amazing, but the service sucks.",10
28777141,10,Account feature inquiry,9
28581162,5,took forever for support to fix my issue. i had my ticket opened since december 18 2023. phone desk is good but can't help much as the actual people fixing the issue took forever to resolve the problem. nag-pasko at new year ako ng walang internet.,5
28614116,1,No feedback received on the status of the internet connection. Its been weeks yet no feedback.,0
28615588,10,Services was excellent,10
28773881,10,No pldt  issues so far.,10
28615131,3,Hindi stable yung connection habang nag lalaro ng games at mag watch ng movies,5
28770027,10,The agent seems helpful.,10
28614092,3,medj mabagal po,3
28663085,5,Wla dapat sabihin,6
28614167,5,Unresponsive,7
28581216,7,"Ilang buwan na na hindi mabigay ang kahit 80% minimum speed sa plan na binabayaran ko. Tatawag ako, maayos tapos ilang linggo lang balik mahina na naman.",7
28772821,5,"Your IVR is horrible! Agents are okay, but still my issue wasn't resolved",10
28614600,9,Ok nman mababait ang customer service.sana lng tugunan kagaagad ang aking request ksi almost 1 week na eh wala pa din pumupunta para icheck itong area ko sobrang bagal na ng internet namin salamat,10
28774281,5,We don't have internet connection since last Friday,6
28555124,3,"Every month kami g nagbabayad NG wifi pero halos 1 month walang connection. Every time na tumatawag anak ko Sina Sabi may balance... Pano po mag kaka balance Diba po pag hindi nman nakakabayad automatic pinuputos nyu ang connection NG wifi so pano kami mag kakaron NG balance? .. Unang Sabi sa anak ko may balance 2,100 then nung aq na tumawag 600 ang balance eh ano ba tlga ang totoo. Halos sa barangay namin nagsisilipatan sa converge dahil Palaging walang signal sa barangay namin.",6
28614098,10,"mayus kausap at magalang,at mabilis umaksion",10
28773007,6,Responded,8
28763026,9,All goods,10
28775991,10,Ok na ok po ang PLDT,10
28774471,10,"Good service, very kind and my issue was addressed.",10
28773398,4,Mabagal ang inyong repair response time.,1
28769991,8,Maayos ako pinakaharapan pero sana ay maresolba ang isyu sa aking internet. Maraming salamat po sa pagtulong.,8
28774615,10,Nice,10
28774533,2,1% mabagal ang pag aksyon nla kpag nawawalan ng intenet puro kme tawag sa 171,2
28773066,10,satisfied,10
28771673,10,10 ang binigay q dahil mabilis kayong mag sagot sa aming mga tinatanong sa,10
28773877,9,Ma ayus nman na sagot ng customer service representative ang aking mga inquiries at na tugunan ang aking mga na idulog.. Ung lang medyo nakaka lito minsan ang mga instructions sa pag request ng anumang services...,9
28773396,7,Helpful and understand the issues,7
28774466,10,Helpful,10
28773775,8,Madali cyang makontak,2
28774148,8,Madaling nabigyan sulusyon ang aking problema,9
28774976,5,Mabagal ang action kapag may problema.. ang mga technician o provider ng PLDT minsan punta lang di na babalik ng walang nagawa.,6
28775556,6,May ibang Customer service bigay lang ng bigay kung ano Ang dapat gawin pero di inaalam kung ano ang sanhi nito,8
28775003,0,poor internet connection service. almost 3 days no internet connection still no update,0
28772995,9,Great service,9
28773594,8,Good,8
28612279,0,my concern is not resolved up to now,0
28717592,8,Maganda ang signal ng PLDT,8
28690607,9,Matagal na kmi nka subscribe at ito lg ung pinaka best,9
28609583,8,Sapat ang rason ngunit matagal ang pagtugon,8
28603405,10,Kasi matagal na akong gumagit ng smart at mairerekomenda ko ito,8
28774747,10,Madaling mkausap ang hot line ng PLDT salamat po.,10
28758243,10,"Good Wi-Fi. Good costumer c
Service",10
28774837,3,Almost 1 week before resolution of the problem.,5
28774774,8,For the best ang pldt..but since na sa experience ko now im soo sad na paulit ulit nlng tawag ko sa 5 numbers na dapat ma save sa free call sa land line but no action.really disapointed.,10
28771912,10,Verygood,5
28772716,10,"Customer support was very quick and my concerns were easily resolved. I got the repair ticket after talking to Viand, and in my previous experience, the technical team/technician is quick to respond.",10
28742243,10,mabilis mag feedback at magalang,10
28769312,8,Maayos kausap at mabilis mag bigay nang sagot sa bawat tanung mabait at magalang kausap,6
28771765,10,"All my inquiries were answered by customer representative named ""Mr.Lou"" all informations are very helpful 👍",10
28771858,6,Before i started talking to your customer service there a lot of convo with the operator,8
28765371,10,accommodating ang cust. servc. niyo at full detail magbigay ng sagot,10
28764208,6,"Depende sa bilis ng pag restore ng connection namen kasi 3 days na kami walang internet, di pa inaaksyunan",5
28759103,0,Mga walang kwenta,0
28762095,9,the agent helped me with my concern,9
28771879,10,"The IVR system was surprisingly accurate and helpful. It quickly understood my query and routed me to the appropriate department without any unnecessary delays or prompts. This saved me time and frustration, which is always appreciated. Also the knowledgeable and professional customer service representative: once connected with a customer service representative, I was further impressed by his expertise and willingness to help. The representative clearly understood my issue, offered accurate and relevant information, and efficiently resolved my query. His courteous and professional demeanor throughout the interaction was refreshing.",10
28771385,10,dahil sila ay very accommodating at madali may reach out sa kanila,10
28590659,10,"Mahuhusay at magagalang ang inyong customer hotline agents. Bilang customer, natuwa ako na madaling natutunton ang problema at bigyan ng solusyon.",10
28771723,10,friendly,10
28771843,10,I already did.and my 4yrs of experience as a postpaid subscriber i dont have any issues at all,10
28766529,9,.,9
28771892,10,"Good service, agent is knowledgeable",10
28770309,6,had to repeat my concern 4x before a ticket can be created,6
28603251,9,It's easy to connect and reliable network,9
28770291,9,Nagbibigay ng agarang action,10
28769337,10,Speedy actions,10
28764527,10,Madali po kausap ang inyong mga agent.,10
28578843,10,My request was attended immediately.,10
28606859,2,Matagal ang response,5
28607272,7,Good enough wwith the internet connectivity,7
28606903,6,Perhaps kc ang internet hindi tuloy tuloy ang service may araw na mapuputol bukas na babalik ang service,10
28606660,3,"First: i requested for a change of landline number. I was given a reference number. A day after or so, i received a text confirming that may request has been completed. But i did not get any notification as what my new number was. 
Then a day after that, i received an email from you saying that since you have not received a response from me, my request has been closed. How can i respond if i was not given the option to? 
I have been trying to connect with you thru your hotline number but i was being prompted that the landline number i was inputting was invalid. I have tried several times but to no avail. Got frustrated. I wish you could have an easier option to speak with a live agent because what happened to me being locked out was very frustrating!

It was then that i sought the help of a family friend working in your company. That was the only time that somebody from your company contacted me and gave me my new landline number.",7
28606570,7,hndi pinalitan ang modem sabi nla papalitan nla para bumilis kaso yung cable lang pinalitan nla luma pa nagcconnecting pa rn kpag gmagamit kmi ng internet,5
28608048,0,Walang kwenta PLDT yun lang laging sira. Di related sa call mabait yung kausap ko kaso bulok ang PLDT,0
28607735,7,Mahina at unstable Ang network. Madalas itong mangyari.,10
28605568,10,Very professionally done,9
28526014,8,medyo matagal ang ang pila para masagot ang concern,8
28599507,6,"Marami beses ko nang tinawagan ang 171 para sa reklamo mo kong teknikal sa aking  PLDT Fibr, pero walang kau kulang aksyon ang PLDT.",8
28713451,7,"The system was eventually set up, but after a couple of hrs. viewing, there was Video on the screen, however there was no more Audio that can be heard even if the volume counter reached the maximum level, we suspect that the cable installed were defective and need to be replaced ASAP...",7
28769849,10,Na aksyunan agad ang rekoamo,10
28724098,0,"Poor service! It's been 1 month already but our Internet and Landline is not fix, we are very disappointed.",0
28768557,10,Good service...anne is very attentive and very good costumer service person,10
28591776,10,Mabilis po naaksyonan,10
28589958,0,"Dahil sira ang aming landline phone.matagal na Ako nagrequest kaso Wala parin dumating for 
replacement..",1
28769410,0,You are internet SUCKS BIG TIME,10
28602947,5,May mga costumer service na hindi lahat naiibigay ang impormastong hinihingi ko,5
28758014,0,YOU HAVE A POOR POOR CUSTOMER SERVICE YOU NEVER RESOLVE OUR CONCERN OVER THE PHONE! I ESCALATED TO SUPERVISOR BUT YOUR SUPERVISOR IS RUDE AND HUNGS UP ON ME I WOULD LIKE YOU TO CHE K IF WHO IS THAT SUPERVISOR I SPEAK WITH LAST FRIDAY JAN 26 AT AROUND 1PM AND MAKE HIM KNOW HOW TO SERVICE YOUR CUSTOMER!!,0
28762974,10,Maayos n pgtugon s aming concern,10
28766687,9,The representative is helpful and provide a detailed solution.,9
28582503,5,Sa twing mag rereklamo ako at sinasabi nila na mag papapunta sila ng technician. Walang pumupunta. Bad service,7
28765218,0,i waited for more than 30 mins,1
28599784,10,Mabait at maayos  silang makipag usap,10
28589971,9,Maayos kausap.,9
28769596,5,Poor customer service duw to hard to connect and its been 2 weeks sice i called but the tech is no show for relocation its only 2 house from the old to new house ang bagal and walamgbtawag from tech,5
28595976,10,The agent was very pleasant to talk to and has respond to my query smoothly  in such a short time.,7
28593087,1,D gumagana,2
28603699,7,Goods,7
28752483,5,"Ang unang agent na nakausap ko ay hindi man lang ako finoward na lang sa billing department para sa aking concern,kundi sinabihan ako na mag redial na lang sa 171 uli",6
28769235,5,Good but not very good,5
28769754,6,"Your frontliners can’t resolve issues immediately, and need to refer to other departments, which lead to inaction/much delayed resolution all the time",6
28762847,10,nakakaintindi naman sila sa hinaing ko. pero hinihiling ko na sana mas mapabuti pa ang inyong serbesyo at makatao.,7
28600182,8,"Walang definite time kunng kailan babalik ang bundle plan ng internet, phone at cignal. Bitin ang sagot.",8
28768825,9,Mabilis at maasikaso ang aking kausap kanina na agent..,9
28599016,8,May magandanh approach po ang mag assist samin. Maganda ang service,9
28599460,4,"Mabagal, nawawala ang net pagdting ng 1am magkakaroon mga 7am na ,wlang landline, cignal nmn nwawala nag huhung",4
28765015,4,Slow,4
28754133,5,laging may problema,5
28592982,1,Ang tagal bago sumagot Customer service at yung Problem namin sa Internet hnd pa na resolve pati technician wla pang pinapadala mag 2weeks na,0
28768309,10,Very Accomodating. Thank you.,10
28767403,10,😂😂😂😂😂,10
28768531,10,Okay naman signal ng smart,10
28765614,1,They need a proper training or atleast a customer service 101 especially for Angelo.,1
28764484,3,"Due to its issues with connectivity and speed, you are better off going with Mobile Data or Converge / Starlink.",8
28764270,1,Nakaka confused ang promo nag load ako gamit ang promo load d nmn nkanregisster sa 90days... Nakaka disnappoint!,0
28746843,10,Magandang serbisyo,10
28763188,5,"Unstable ang internet/network, fluctuating. Maintenance service takes too much time before they response.",5
28601202,5,It has been more than one month since I complained but problem is not addressed. I have no landline and no internet to this day.,5
28600708,9,Okay naman,7
28597551,8,been with pldt for almost 10 years now. overall good service except for some days that the internet is down. support is there and able to restore connection within 1-3 days.,9
28598358,7,There is always a room for improvement,7
28590210,10,na ka coonect nman ako agad sa aking pag call,10
28766114,10,Both agents have been very patient and knowledgable in resolving my issue.,10
28598824,9,Maayos nman makipag usap,8
28584927,10,She was able to help reconnect me to wifi through 5G.. though i don't know if the other one will ever work in the future with my laptop,10
28756890,10,Quick response for my inquiry,8
28766138,10,Al is very helpful he had resolve my concern showed willingness to help i recommend you for hiring this kind of agents not like john who is rude and not know the meaning of help or assistance. Sinabi ko na sa kanya ang nangyari sinabi ko na scenario dahil sa kawalang alam nya di sya nag try man lang i assist ako pero when i called back it was al who helped me. Even called me back to check if everything was ok,10
28592269,10,"Medyo maayos ang net sa ngayon, sana hinde bumagal ang net habang nagtatagal",7
28585748,0,"I cant recommend pldt to my family and friends , Monthly nawawalan kami ng internet and it takes more than a week to resolve , when we call the hotline to create ticket they will close the ticket without doing action on our side worst experience as always with pldt kelan mag iimprove ang services nyo",3
28582960,9,Almost perfect,9
28587645,0,SERVICE AND CUSTOMER SERVICE IS VERY POOR!!!,0
28598232,5,Good response,10
28599827,9,Good,9
28738038,10,Mabait at maayos Naman mag assist Ang agent,10
28768137,0,Poor service,0
28595155,8,We ask for renewal of my postpaid plan I was upgraded and advised  delivery of phone was 2-3 days. We waited but no delivery so I msg them in their messenger. They called saying we still need to pass some documents. If we didn’t made the initiative we will never know there are requirements. The first customer care just told us to wait for the unit for 2-3 days for the unit. Anyway after the second costumer care and submitting the documents we are approved and received the unit.,8
28529603,5,"I have called d hotline Jan 21 to request repair of phone 86458130. D hotline gave us d service request ticket number 62505384. I was also asked to track d repair status thru pldt track. I get sms fr pldt track but ALL I GET IS D SAME SMS:
Sorry, it is taking us longer than expected in repairing your reported concern. Our repair team is still working on the restoration of your service. We will give you an update via SMS. To track the status of your ticket, visit pldthome.com/pldt-tracker or text TRACK<space>area code + telephone number to 8171 for Smart and TNT for free or 0970 0000 171 for other networks. Thank you for your patience and understanding.

MY GOODNESS! WEN WIL D REPAIR BE ACTUALLY. THIS IS D SAME SMS I GET EVERSINCE I REPORTED DAT D PHONE IS OUT OF ORDER. IF U WIL NOT REPAIR, TELL ME STRAIGHT DO I CAN HAVE THIS DISCONNECTED! U HAVE VERY POOR CUSTOMER SERVICE!",2
28588142,8,Helpful,10
28599307,10,"Your customer service was very accommodating, helpful.. guide me through the process step by step and see to it that my concern was solve.",10
28591575,10,Maayos kausap ang agent at naibibigay ang tamang info,10
28764248,10,They answered my question regarding billing. The response is quick. Thank you!,10
28600726,0,3 months na kaming walang internet connection pero kahit ilang beses ireport ay d naman nasusulusyunan,0
28592393,10,maayos ang paliwanag at serbesyo,10
28598720,9,very responsive,10
28763959,0,useless,0
28585749,5,bakit di parin po naayos ang linya namin mag text po kayo na resolved wala naman magbisqng buwan na wala parin,5
28590502,5,Mabagal ang serbisyo lalo kung may mga concern kami. Kaya nang mga technical error.,5
28585380,3,Phone still has no dial tone for months now and no response from you,4
28596423,8,Ok naman ang service nila!! Nasagot Yong katanungan ko thanks 👍👍👍,9
28595783,10,Well assisted on my inquiry,10
28731508,8,Wala ako gusto sabihin,8
28749014,0,Issue not fixed . Relocation is taking almost a month even after the lines were already installed by your field technicians,0
28587922,0,Hindi pa din naayos yun phone ko. Di pa rin ako makatawag at makatetx,0
28592382,8,Polite and accomodating,5
28598188,0,"DAHIL WALA SILAG NAGAWA SA REFUND KO! REFUND NA LAGPAS ISANG BUWAN NA WALA PARIN! REFUND DAHIL PINA ADVANCE PAYMENT KO! PERO WALANG SLOT PALA! WALANG KWENTA ANG PLDT! HINDI MARUNONG UMINTINDI SA COSTUMER! 
REFUND MY MONEY ASAP!!!!",0
28598364,7,Okay naman maayos ang kausap pero 1 week na wala paring resolve ang aming internet at di pinupuntahan nag tech ninyo naka ilang ulit na ako na follow up pero wala pa din tech na pumupunta.,7
28585447,10,Mas malakas kasi Ang signal Ng pldt,10
28597554,5,magaling lang sumagot sa mga tawag kulang sa aksyon,5
28581021,5,Okay yung customer service. Mahina lang signal,10
28585834,10,"PLDT Internet Service has always been reliable. When unfortunate things happen, customer care and technical support are always ready to assist.",10
28591694,0,Poop customer service,0
28590899,2,"napakatagal mag restore ng connection pag nagkaroon ng LOS problem
sobrang affected na ang wfh",3
28592521,4,4 po.. Napuntahan ng technician pero hindi naman kinabitan ng bagong wire.. Kaya yun signal ng wifi namin pawala wala pa din.. Sayang binabayad namin..,4
28590033,0,I had a problem with connection and it always has a standard answer. Very unhappy with treatment of customer,0
28582824,7,Mabagal ang service,7
28591414,8,Fast and reliable internet connection,8
28765257,8,It's really enough to know,8
28763605,0,Walang silbe,0
28761767,9,Recommended,6
28765865,7,7 kase nd maganda yung network ngaun,10
28765927,9,"They attended to the issue. 

It is now resolved. Ok na Internet.",9
28767107,10,Magaling sya,10
28534668,5,as of now morethan 7 days na wala pa rin pong connection ang internet namin,5
28752264,10,"Upon calling about the problem they responded immediately. The agent that assisted us through your landline is so cooperating and immediately after we call, 2 hours later there's someone from PLDT technician that came to our house and fix the issue with our telephone. Overall tye agent deserves a 5 out of 5 ratings; Definitely The Best!",10
28740566,10,"Mabait,madali kausap ang agent:)",10
28575237,3,"OK naman ang agent nyo very accommodating about sa problem sa sim ng smart yung case ko kasi since nov 242023 up to this time walang incoming call parin ako  sa sim I think yung smartfm  talaga ang problema ,hopping na making ok na sana yung sim ko 2024 na sir",10
28734697,9,problem resolved smoothly.,10
28757925,3,I always pay on time and yet this is what you give to us? No internet? It always happens! What is wrong with you?,5
28748056,5,mabagal na responde sa issue..,5
28747899,0,ILANG ARAW NA KAMING WALANG INTERNET!!!!! ARAW ARAW NA KAMING TUMATAWAG UNG MGA AGENT NYO PAULIT ULIT PURO FOLLOW UP AT PUPUNTAHAN INABOT NG NG LIMANG ARAW WALA PA DIN.!!!!!! ANUNG KLASENG SERBISYO MERON KAYO DAHIL BA RESIDENTIAL LANG KAMI KAYA OK LNG NA BULOK UNG SERVICE NYO? MAHAL NYO NA NGA MANINGIL BAGAL BAGAL PA NG NET NYO...!!!😡😡🤬🤬,0
28752237,0,the agent was not well trained trash resolution,0
28603570,8,Assist me well,8
28758812,10,"Good service, mabilis ang aksyon at approachable ang customer service",10
28753581,0,Na ngako kayo sakin kahapon na ibabalik nyo ang connection ko pero hangang ngayon wala,0
28578231,0,Do i need to tell you how worst your service is? Shitty service,0
28759394,9,okay naman maayos kausap ang mga agent,10
28555962,0,Poor customer service. Yung account ko nirestrict nyo 1 week before ung due date,0
28738304,0,"Customer service misleading, giving estimation times and not being handled well",0
28759330,5,"hindi masyado mataas , kasi gaya ko matagal ng subscriber ng pldt dapat sana may kunting adjustment if mag request ng kunting tolong.

pano ko ma recomenda if poor ang customer service natin , bawal daw mag disconnect if di pa nka bayad. mag relocate lang sana ako nxt month kaso parang na walan na ako ng gana mag pa connect ulit kasi ganun pala policy dito? bawal mag pa disconnect para sana walang penalty. sana ma reconsider nyo policy nyo para maging 10 +++ rating ko.",5
28760734,0,He/She is basically sending an automated response... Did not acknowledge the concern and worst no resolution was given. I indicate what I've already done and still the same response given. Not sure If the agent is the problem or your system.. I need to replace my sim card! I used it for work! And you can give any option on how I can do it??? I do feel sorry why I choose this line of service for communication...,0
28668539,10,After reporting the problem to pldt the technician arrived.after three hours and  fixed the problem.in .less than an .hour.,10
28547184,9,Internet connection is ok,10
28758536,8,Mabilis ang action thank you,8
28758698,10,10,10
28751893,9,Maganda ang service ng PLDT dito sa lugar namin.,8
28759524,6,query was answered in a good and polite manner..,6
28730657,7,He’s good. Pero di nya nasagot lahat ng questions ko🥲. Like magkano lahat total ng bill ko pra sa relocation. But its fine,7
28759245,5,Lagi kami g nawawalan ng internet,7
28759454,10,10,10
28759447,10,Dahil mayroon kayong matibay na componya. At lubos na maasahan Ang tunay na kalidad.,10
28755869,5,5,7
28758283,10,Napaka bilis at maayos na kausap ang mga pldt hotline super satisfied salamat,10
28752251,9,My concern was solved properly...,9
28576979,0,"Nag pa suspend ako ng service November 13 2023 due vacation, hindi natuloy kasi need pa eclear ang balance so binayaran ko muna. After ko mag bayad nag request ako ulit to suspend my service November 27 until December 26. November 11 palang disconnected na ang wifi ko sa power outlet, means na no usage at all until I get back last Dec. 26. Sabi ng agent sa Chat, naprocess na daw, to find out ng december na walang suspension and my service is still active. Sabi ng next representative na check na and all yung usage ko at confirm na wala akong usage that specific period of time. Wait daw ako next billing, dumating yung bill ko and I was charged in full. Tumawag nako sa hotline at nagpagawa ng ticket. They emailed me ang credit lang sa almost 1 month na no usage of service is 600+php? Seriously? Never ako nag failed to make a payment every month. Disgusting! Yung chat agents nyo, hope etrain nyo ng maayos! And I want compensation na tama. Sa 1 month basically 1 day lang ang nagamit ko pero 600+ lang ang credit? Nag reply ako sa email, but no response at all!
Anyway! I highly recommend Maan, the agent that I spoke with over the phone for calling me back and to follow up my request, though it's not resolved but she manage to help me and take ownership.",8
28760288,9,😊,10
28752437,9,"After we called them up, they were able to solve the problem right away.",10
28747250,10,Mabait ang rep na nag assist sa akin at very accomodating,10
28757957,5,Sana may laging available na tao na madaling makausap,4
28758696,9,Kareport kulang na dira ang modem agadagad genawa na dalawang uras lang nakalipas gawa na agad,9
28758022,0,"YOUR CUSTOMER SERVICE IS TRASH. THE ACCOUNT HAS BEEN WITH YOU FOR 17 YEARS AND YOU DON'T EVEN GIVE IMPORTANCE TO YOUR LOYAL CUSTOMER. THE ACCOUNT HAS BEEN WITHOUT CONNECTION FOR ALMOST A WEEK AND NO ONE HAS COME TO FIX THE ISSUE EVEN THOUGH THERE WERE TWO SCHEDULED SITE VISITS. WE WAITED THE WHOLE DAY FOR BOTH SITE VISITS AND NO ONE CAME. ON TOP OF THAT, EVERY TIME I CONTACTED CUSTOMER SERVICE THROUGH CHAT (5 TIMES), THE AGENTS ALL DISCONNECTED THE CONVERSATION WITHOUT RESOLVING THE ISSUE. WHEN I CONTACTED THROUGH PHONE, THE AGENT DIDN'T EVEN CONNECT ME TO A MANAGER EVEN THOUGH I ASKED FOR A MANAGER MULTIPLE TIMES. THE AGENT KEPT ON PUTTING ME ON MUTE (I KNOW HE ONLY PUT ME ON MUTE BECAUSE THERE WAS NO HOLD MUSIC AND HE ADMITTED IT HIMSELF TOO). YOUR TRASHY CUSTOMER SERVICE HAS LED US TO ULTIMATELY DECIDE TO PERMANENTLY DISCONNECT THE ACCOUNT OF 17YEARS WITH PLDT. YOU HAVE THE WORST CUSTOMER SERVICE.",0
28760203,10,Madaling nakausap ang inyo agejt,10
28752087,7,"There are times that downtime of internet service is often. In our experience, we had 3-4 interruptions that lasted more than 2 days to a week",8
28760137,1,dahil sa billing ko wala namn ako natanggap na pagbabago sa internet ko ..,1
28757963,5,PLDT services was not good,5
28759721,5,not bad,7
28759856,0,Bagal ng net,2
28748214,0,Panget Ng sebisyo nyo,0
28725625,10,Good,10
28754035,2,Palaging LOS tapos naabot ng ilang araw bago ma resolve. Sayang nm ung binayad,3
28736332,1,Its been a week na pagong o minsan connecting lang to network. Yong telephone line.. naka full volmune pero di halos marinig kausap..,5
28731068,2,"sabi n'yo kinabukasan may darating na mag aayos ng linya ehh Hanggang ngayon Wala p din kaming internet...mabilis lng kayo magputol pagbayaran pero mabagal mag ayos ng linya pag may sira ..tumatakbo ang Araw bayaran n nman pero wla   
pa din kaming internet",2
28580152,6,Issue was tagged as resolved but it was actually not.,7
28757364,10,Active sila mag response kapag may inquiries ka and mabilis Ang transaction with them thanks sa action niyo PLDT,10
28577080,8,Needs to improve on actual checking of modem and tel unit,8
28661569,8,"at first i had a hard time contacting the customer service via facebook messenger and that’s why i tried thu X. Then i followed up our repair ticket since i am going to request for a disconnection but i still need the bill adjustment, and Arlen from billing department was able to help me adjust our bill so i can settle it.",7
28755162,8,Pwede kong irecommend kahit paano.,4
28756992,10,I got to a live agent quickly,10
28756852,10,Agent is very helpful and was able to answer all my questions and querries. He’s the best agent I have spoken to so far. :),10
28705287,10,Issues solved.,10
28757018,10,Napakabait at helpful ng customer service representative na nag assist sa akin. Thank you po sayo Mam.,10
28756565,9,na,10
28756328,10,Seamless,10
28754571,8,N/a,10
28752718,0,Nagbayad kn ng full kc ayaw mo ng abala yes sinisingil k pa rin lumaki pa tapos pinasa kp sa law office,10
28755941,10,Very accommodating and knows the urgency of the request,10
28576659,5,Now a days the service is getting bad. Slow internet connection and the phone service is not working properly. Since October of last year I keep on calling the hotline to report the same issue over and over again.,10
28753664,7,They coordinate properly and professionally… but sometimes contacting depend on the busyness of the line.,8
28576137,10,okey naman. nagawan naman kaagad ng aksyon ang aking concern.,10
28579306,7,I liked the little number of responses required to get to my query.,8
28746603,8,"They are slow in processing request, upgrade.",8
28643621,8,I was able to talk with the customer service personnel and my connection problem was given solution immediately.,10
28739475,10,They immediately responded well and understand my concern. Likewise the promise they will act accordingly.,9
28753173,10,nagreresponde nang maayos. magandang serbisyo,10
28754430,9,Maayos at mabilis na na aksionan ang reklamo,9
28724727,8,Sana lang pag nagpapadala kayo ng reminder notice kung naka over payment ung customer dapat naka negative.. aatakihin sa puso ung customer nyo kapag nagpapadala kau ng rem..,9
28751177,0,24 hours na wala kaming internet!!!!,0
28538935,5,5,7
28743461,10,Pinasapasa ako from prepaid to postpaid to prepaid to postpaid to prepaid. Buti nalang na resolve yung concern ko,9
28751862,0,"More than 1 yr and 5 mos, and yet, the landline problem remains to be solved. The reps appear to have different takes on how to resolve the issue; they may sound ok but the convos would just result to the landline remaining unusable. For more than 1 yr and 5 mos. since we moved to Coron.",3
28752302,10,None,9
28751900,0,Hagang naun wala pa kameng internet for 5days,0
28753674,10,Good service,10
28569525,10,Very professional at knowledgeable ang mga agent kaya mabilis nilang nagawan ng report ang request at concern ko also hindi sila rude kausap  kudos to christian and yung technical agent na nakausap ko nakalimutan kona yung name sorry 😅,10
28753248,8,Maayus at madaling kausap Yung Ang mga taga pldt pero mas nakaka tuwa kung magagawa agad Yung concerns ko,9
28754333,9,Mabait,10
28752306,9,Madali kausap ung csr,9
28752636,7,Hirap tumawag sa hotline hindi lahat makagagawa especially senoirs,7
28752563,10,Maayos mag assist ang nakausap ko na agent.Alam nya kung anung gagawin.good job!,10
28754763,5,ok nmn po,5
28577236,10,Repairman came within 2 days as promised. He quickly diagnosed the problem & fixed my issues with my TV that had a blank pink screen.,10
28754442,0,Naputol yung tawag,0
28551059,10,Quality service,10
28748722,5,Madalas mawala connection then ung service not so good,5
28753256,1,Ang pangit nang aystema nang customer service. Walang option na icoconect doon sa department.,1
28754672,3,Bad signal and connection,0
28752730,8,Masyadong magulo si Dine magexplain,7
28752479,10,10 mas maigi kung tatawag ako may tao ako makausap not puro answering machine,10
28754601,9,Madaling tawagan,9
